"Journal Data Filtered By:  Selected Categories: Multiple Selected Editions: SCIE Selected JCR Year: 2024 Selected Category Schema: WOS Selected Open Access: N Indicator: Default"

Journal name,JCR Abbreviation,Publisher,ISSN,eISSN,Category,Edition,Total Citations,2024 JIF,JIF Quartile,2024 JCI,% of Citable OA
"Nanomedicine","NANOMEDICINE-UK","TAYLOR & FRANCIS LTD","1743-5889","1748-6963","BIOTECHNOLOGY & APPLIED MICROBIOLOGY","SCIE","9,321","3.9","Q2","0.53","7.3"%,
"Neurophotonics","NEUROPHOTONICS","SPIE-SOC PHOTO-OPTICAL INSTRUMENTATION ENGINEERS","2329-423X","2329-4248","NEUROSCIENCES","SCIE","2,408","3.8","Q2","1.22","99.17"%,
"Cancer Research and Treatment","CANCER RES TREAT","KOREAN CANCER ASSOCIATION","1598-2998","2005-9256","ONCOLOGY","SCIE","4,256","3.8","Q2","1.03","99.17"%,
"JOURNAL OF NEUROTRAUMA","J NEUROTRAUM","MARY ANN LIEBERT, INC","0897-7151","1557-9042","CLINICAL NEUROLOGY","SCIE","17,207","3.8","Q1","1.02","6.32"%,
"JOURNAL OF NEUROTRAUMA","J NEUROTRAUM","MARY ANN LIEBERT, INC","0897-7151","1557-9042","NEUROSCIENCES","SCIE","17,207","3.8","Q2","1.02","6.32"%,
"Journal of Neural Engineering","J NEURAL ENG","IOP Publishing Ltd","1741-2560","1741-2552","NEUROSCIENCES","SCIE","13,711","3.8","Q2","0.9","61.12"%,
"Journal of Gastric Cancer","J GASTRIC CANCER","KOREAN GASTRIC CANCER ASSOC","2093-582X","2093-5641","ONCOLOGY","SCIE","1,007","3.8","Q2","0.84","26.47"%,
"NEUROCHEMICAL RESEARCH","NEUROCHEM RES","SPRINGER/PLENUM PUBLISHERS","0364-3190","1573-6903","NEUROSCIENCES","SCIE","13,515","3.8","Q2","0.81","17.54"%,
"Frontiers in Molecular Neuroscience","FRONT MOL NEUROSCI","FRONTIERS MEDIA SA","1662-5099","1662-5099","NEUROSCIENCES","SCIE","15,752","3.8","Q2","0.8","100"%,
"Biochemical Engineering Journal","BIOCHEM ENG J","ELSEVIER","1369-703X","1873-295X","BIOTECHNOLOGY & APPLIED MICROBIOLOGY","SCIE","13,646","3.8","Q2","0.76","9.53"%,
"NEUROREHABILITATION AND NEURAL REPAIR","NEUROREHAB NEURAL RE","SAGE PUBLICATIONS INC","1545-9683","1552-6844","CLINICAL NEUROLOGY","SCIE","6,873","3.7","Q1","1.52","27.49"%,
"INTERNATIONAL JOURNAL OF NEUROPSYCHOPHARMACOLOGY","INT J NEUROPSYCHOPH","OXFORD UNIV PRESS","1461-1457","1469-5111","CLINICAL NEUROLOGY","SCIE","6,987","3.7","Q1","1.16","98.02"%,
"INTERNATIONAL JOURNAL OF NEUROPSYCHOPHARMACOLOGY","INT J NEUROPSYCHOPH","OXFORD UNIV PRESS","1461-1457","1469-5111","NEUROSCIENCES","SCIE","6,987","3.7","Q2","1.16","98.02"%,
"Journal of Gynecologic Oncology","J GYNECOL ONCOL","KOREAN SOC GYNECOLOGY ONCOLOGY & COLPOSCOPY","2005-0380","2005-0399","ONCOLOGY","SCIE","2,635","3.7","Q2","1.12","99.59"%,
"AMERICAN JOURNAL OF NEURORADIOLOGY","AM J NEURORADIOL","AMER SOC NEURORADIOLOGY","0195-6108","1936-959X","CLINICAL NEUROLOGY","SCIE","24,239","3.7","Q1","1.04","72.74"%,
"AMERICAN JOURNAL OF NEURORADIOLOGY","AM J NEURORADIOL","AMER SOC NEURORADIOLOGY","0195-6108","1936-959X","NEUROIMAGING","SCIE","24,239","3.7","Q1","1.04","72.74"%,
"EUROPEAN ARCHIVES OF PSYCHIATRY AND CLINICAL NEUROSCIENCE","EUR ARCH PSY CLIN N","SPRINGER HEIDELBERG","0940-1334","1433-8491","CLINICAL NEUROLOGY","SCIE","6,245","3.7","Q1","1.04","48.69"%,
"BMC GENOMICS","BMC GENOMICS","BMC","1471-2164","1471-2164","BIOTECHNOLOGY & APPLIED MICROBIOLOGY","SCIE","51,593","3.7","Q2","0.97","99.86"%,
"BRAIN RESEARCH BULLETIN","BRAIN RES BULL","PERGAMON-ELSEVIER SCIENCE LTD","0361-9230","1873-2747","NEUROSCIENCES","SCIE","11,757","3.7","Q2","0.97","73.31"%,
"APPLIED AND ENVIRONMENTAL MICROBIOLOGY","APPL ENVIRON MICROB","AMER SOC MICROBIOLOGY","0099-2240","1098-5336","BIOTECHNOLOGY & APPLIED MICROBIOLOGY","SCIE","89,170","3.7","Q2","0.94","30.22"%,
"AMB Express","AMB EXPRESS","SPRINGER","2191-0855","2191-0855","BIOTECHNOLOGY & APPLIED MICROBIOLOGY","SCIE","6,356","3.7","Q2","0.88","100"%,
"ENZYME AND MICROBIAL TECHNOLOGY","ENZYME MICROB TECH","ELSEVIER SCIENCE INC","0141-0229","1879-0909","BIOTECHNOLOGY & APPLIED MICROBIOLOGY","SCIE","9,967","3.7","Q2","0.84","9.54"%,
"NEURAL PLASTICITY","NEURAL PLAST","WILEY","2090-5904","1687-5443","NEUROSCIENCES","SCIE","6,117","3.7","Q2","0.78","100"%,
"ASN Neuro","ASN NEURO","TAYLOR & FRANCIS LTD","1759-0914","1759-0914","NEUROSCIENCES","SCIE","1,329","3.7","Q2","0.77","100"%,
"JOURNAL OF NEUROSURGERY","J NEUROSURG","AMER ASSOC NEUROLOGICAL SURGEONS","0022-3085","1933-0693","CLINICAL NEUROLOGY","SCIE","36,910","3.6","Q1","1.54","0.83"%,
"Neurospine","NEUROSPINE","KOREAN SPINAL NEUROSURGERY SOC","2586-6583","2586-6591","CLINICAL NEUROLOGY","SCIE","2,039","3.6","Q1","1.31","100"%,
"Neurobiology of Stress","NEUROBIOL STRESS","ELSEVIER SCIENCE INC","2352-2895","2352-2895","NEUROSCIENCES","SCIE","3,082","3.6","Q2","1.15","100"%,
"NeuroImage-Clinical","NEUROIMAGE-CLIN","ELSEVIER SCI LTD","2213-1582","2213-1582","NEUROIMAGING","SCIE","14,756","3.6","Q1","1.04","99.87"%,
"CLINICAL NEUROPHYSIOLOGY","CLIN NEUROPHYSIOL","ELSEVIER IRELAND LTD","1388-2457","1872-8952","CLINICAL NEUROLOGY","SCIE","21,461","3.6","Q1","1","39.59"%,
"CLINICAL NEUROPHYSIOLOGY","CLIN NEUROPHYSIOL","ELSEVIER IRELAND LTD","1388-2457","1872-8952","NEUROSCIENCES","SCIE","21,461","3.6","Q2","1","39.59"%,
"Neurocritical Care","NEUROCRIT CARE","HUMANA PRESS INC","1541-6933","1556-0961","CLINICAL NEUROLOGY","SCIE","6,865","3.6","Q1","0.93","27.56"%,
"PSYCHONEUROENDOCRINOLOGY","PSYCHONEUROENDOCRINO","PERGAMON-ELSEVIER SCIENCE LTD","0306-4530","1873-3360","NEUROSCIENCES","SCIE","19,382","3.6","Q2","0.93","35.25"%,
"STEM CELLS","STEM CELLS","OXFORD UNIV PRESS","1066-5099","1549-4918","BIOTECHNOLOGY & APPLIED MICROBIOLOGY","SCIE","15,176","3.6","Q2","0.84","24.91"%,
"STEM CELLS","STEM CELLS","OXFORD UNIV PRESS","1066-5099","1549-4918","ONCOLOGY","SCIE","15,176","3.6","Q2","0.84","24.91"%,
"JOURNAL OF MAMMARY GLAND BIOLOGY AND NEOPLASIA","J MAMMARY GLAND BIOL","SPRINGER/PLENUM PUBLISHERS","1083-3021","1573-7039","ONCOLOGY","SCIE","1,805","3.6","Q2","0.83","77.05"%,
"BIOTECHNOLOGY AND BIOENGINEERING","BIOTECHNOL BIOENG","WILEY","0006-3592","1097-0290","BIOTECHNOLOGY & APPLIED MICROBIOLOGY","SCIE","21,965","3.6","Q2","0.79","36.46"%,
"NUTRITIONAL NEUROSCIENCE","NUTR NEUROSCI","TAYLOR & FRANCIS LTD","1028-415X","1476-8305","NEUROSCIENCES","SCIE","4,340","3.6","Q2","0.75","8.39"%,
"BIOPROCESS AND BIOSYSTEMS ENGINEERING","BIOPROC BIOSYST ENG","SPRINGER","1615-7591","1615-7605","BIOTECHNOLOGY & APPLIED MICROBIOLOGY","SCIE","6,758","3.6","Q2","0.65","10.59"%,
"Current Opinion in Behavioral Sciences","CURR OPIN BEHAV SCI","ELSEVIER","2352-1546","2352-1554","NEUROSCIENCES","SCIE","6,568","3.5","Q2","1.51","44.81"%,
"SPINE","SPINE","LIPPINCOTT WILLIAMS & WILKINS","0362-2436","1528-1159","CLINICAL NEUROLOGY","SCIE","43,579","3.5","Q2","1.24","9.19"%,
"ANNALS OF SURGICAL ONCOLOGY","ANN SURG ONCOL","SPRINGER","1068-9265","1534-4681","ONCOLOGY","SCIE","34,088","3.5","Q2","1.22","20.82"%,
"REGULATORY TOXICOLOGY AND PHARMACOLOGY","REGUL TOXICOL PHARM","ACADEMIC PRESS INC ELSEVIER SCIENCE","0273-2300","1096-0295","MEDICINE, LEGAL","SCIE","10,298","3.5","Q1","1.22","43.12"%,
"Journal of Neuroimmune Pharmacology","J NEUROIMMUNE PHARM","SPRINGER","1557-1890","1557-1904","NEUROSCIENCES","SCIE","3,337","3.5","Q2","1.1","32.14"%,
"JOURNAL OF PAIN AND SYMPTOM MANAGEMENT","J PAIN SYMPTOM MANAG","ELSEVIER SCIENCE INC","0885-3924","1873-6513","CLINICAL NEUROLOGY","SCIE","15,393","3.5","Q2","1.05","13.5"%,
"Practical Radiation Oncology","PRACT RADIAT ONCOL","ELSEVIER SCIENCE INC","1879-8500","1879-8500","ONCOLOGY","SCIE","3,428","3.5","Q2","1","6.19"%,
"NEUROMODULATION","NEUROMODULATION","ELSEVIER","1094-7159","1525-1403","CLINICAL NEUROLOGY","SCIE","5,243","3.5","Q2","0.99","24.24"%,
"NEUROMODULATION","NEUROMODULATION","ELSEVIER","1094-7159","1525-1403","NEUROSCIENCES","SCIE","5,243","3.5","Q2","0.99","24.24"%,
"CANCER IMAGING","CANCER IMAGING","BMC","1740-5025","1470-7330","ONCOLOGY","SCIE","3,462","3.5","Q2","0.98","100"%,
"NEUROBIOLOGY OF AGING","NEUROBIOL AGING","ELSEVIER SCIENCE INC","0197-4580","1558-1497","NEUROSCIENCES","SCIE","22,708","3.5","Q2","0.97","37.63"%,
"PSYCHO-ONCOLOGY","PSYCHO-ONCOLOGY","WILEY","1057-9249","1099-1611","ONCOLOGY","SCIE","14,455","3.5","Q2","0.9","45.56"%,
"Translational Lung Cancer Research","TRANSL LUNG CANCER R","AME PUBLISHING COMPANY","2218-6751","2226-4477","ONCOLOGY","SCIE","6,087","3.5","Q2","0.84","100"%,
"Frontiers of Medicine","FRONT MED-PRC","SPRINGER","2095-0217","2095-0225","ONCOLOGY","SCIE","3,083","3.5","Q2","0.82","4.72"%,
"MOLECULAR PLANT-MICROBE INTERACTIONS","MOL PLANT MICROBE IN","AMER PHYTOPATHOLOGICAL SOC","0894-0282","1943-7706","BIOTECHNOLOGY & APPLIED MICROBIOLOGY","SCIE","11,417","3.5","Q2","0.82","97.45"%,
"METABOLIC BRAIN DISEASE","METAB BRAIN DIS","SPRINGER/PLENUM PUBLISHERS","0885-7490","1573-7365","NEUROSCIENCES","SCIE","6,345","3.5","Q2","0.81","10.39"%,
"Molecular Medicine Reports","MOL MED REP","SPANDIDOS PUBL LTD","1791-2997","1791-3004","ONCOLOGY","SCIE","26,534","3.5","Q2","0.78","80.85"%,
"Human Vaccines & Immunotherapeutics","HUM VACC IMMUNOTHER","TAYLOR & FRANCIS INC","2164-5515","2164-554X","BIOTECHNOLOGY & APPLIED MICROBIOLOGY","SCIE","14,602","3.5","Q2","0.77","99.43"%,
"Frontiers in Systems Neuroscience","FRONT SYST NEUROSCI","FRONTIERS MEDIA SA","N/A","1662-5137","NEUROSCIENCES","SCIE","6,181","3.5","Q2","0.71","100"%,
"Journal of Bone Oncology","J BONE ONCOL","ELSEVIER","N/A","2212-1374","ONCOLOGY","SCIE","1,510","3.5","Q2","0.7","100"%,
"MEDICAL ONCOLOGY","MED ONCOL","HUMANA PRESS INC","1357-0560","1559-131X","ONCOLOGY","SCIE","7,563","3.5","Q2","0.69","13.17"%,
"EXPERIMENTAL CELL RESEARCH","EXP CELL RES","ELSEVIER INC","0014-4827","1090-2422","ONCOLOGY","SCIE","20,027","3.5","Q2","0.66","18.32"%,
"Current Pain and Headache Reports","CURR PAIN HEADACHE R","SPRINGER","1531-3433","1534-3081","CLINICAL NEUROLOGY","SCIE","4,264","3.5","Q2","0.63","16.39"%,
"CURRENT CANCER DRUG TARGETS","CURR CANCER DRUG TAR","BENTHAM SCIENCE PUBL LTD","1568-0096","1873-5576","ONCOLOGY","SCIE","3,277","3.5","Q2","0.53","5.1"%,
"BIOLOGICAL CONTROL","BIOL CONTROL","ACADEMIC PRESS INC ELSEVIER SCIENCE","1049-9644","1090-2112","BIOTECHNOLOGY & APPLIED MICROBIOLOGY","SCIE","12,039","3.4","Q2","1.27","40.17"%,
"Sleep Health","SLEEP HEALTH","ELSEVIER","2352-7218","2352-7226","CLINICAL NEUROLOGY","SCIE","3,887","3.4","Q2","1.13","19.4"%,
"SLEEP MEDICINE","SLEEP MED","ELSEVIER","1389-9457","1878-5506","CLINICAL NEUROLOGY","SCIE","17,469","3.4","Q2","1.11","24.53"%,
"EUROPEAN JOURNAL OF PAIN","EUR J PAIN","WILEY","1090-3801","1532-2149","CLINICAL NEUROLOGY","SCIE","9,525","3.4","Q2","1.09","57.58"%,
"EUROPEAN JOURNAL OF PAIN","EUR J PAIN","WILEY","1090-3801","1532-2149","NEUROSCIENCES","SCIE","9,525","3.4","Q2","1.09","57.58"%,
"NEUROPATHOLOGY AND APPLIED NEUROBIOLOGY","NEUROPATH APPL NEURO","WILEY","0305-1846","1365-2990","CLINICAL NEUROLOGY","SCIE","4,312","3.4","Q2","1.05","61.02"%,
"NEUROPATHOLOGY AND APPLIED NEUROBIOLOGY","NEUROPATH APPL NEURO","WILEY","0305-1846","1365-2990","NEUROSCIENCES","SCIE","4,312","3.4","Q2","1.05","61.02"%,
"PARKINSONISM & RELATED DISORDERS","PARKINSONISM RELAT D","ELSEVIER SCI LTD","1353-8020","1873-5126","CLINICAL NEUROLOGY","SCIE","13,126","3.4","Q2","0.95","18.18"%,
"CANCER EPIDEMIOLOGY BIOMARKERS & PREVENTION","CANCER EPIDEM BIOMAR","AMER ASSOC CANCER RESEARCH","1055-9965","1538-7755","ONCOLOGY","SCIE","18,794","3.4","Q2","0.91","15.56"%,
"Journal of Neuromuscular Diseases","J NEUROMUSCULAR DIS","IOS PRESS","2214-3599","2214-3602","CLINICAL NEUROLOGY","SCIE","1,948","3.4","Q2","0.89","62.5"%,
"Journal of Neuromuscular Diseases","J NEUROMUSCULAR DIS","IOS PRESS","2214-3599","2214-3602","NEUROSCIENCES","SCIE","1,948","3.4","Q2","0.89","62.5"%,
"BMC BIOTECHNOLOGY","BMC BIOTECHNOL","BMC","N/A","1472-6750","BIOTECHNOLOGY & APPLIED MICROBIOLOGY","SCIE","4,256","3.4","Q2","0.87","100"%,
"Nature and Science of Sleep","NAT SCI SLEEP","DOVE MEDICAL PRESS LTD","1179-1608","1179-1608","CLINICAL NEUROLOGY","SCIE","3,245","3.4","Q2","0.87","99.09"%,
"Nature and Science of Sleep","NAT SCI SLEEP","DOVE MEDICAL PRESS LTD","1179-1608","1179-1608","NEUROSCIENCES","SCIE","3,245","3.4","Q2","0.87","99.09"%,
"CLINICAL AUTONOMIC RESEARCH","CLIN AUTON RES","SPRINGER HEIDELBERG","0959-9851","1619-1560","CLINICAL NEUROLOGY","SCIE","2,316","3.4","Q2","0.85","35.77"%,
"CLINICAL AUTONOMIC RESEARCH","CLIN AUTON RES","SPRINGER HEIDELBERG","0959-9851","1619-1560","NEUROSCIENCES","SCIE","2,316","3.4","Q2","0.85","35.77"%,
"Journal of Hepatocellular Carcinoma","J HEPATOCELL CARCINO","DOVE MEDICAL PRESS LTD","N/A","2253-5969","ONCOLOGY","SCIE","2,130","3.4","Q2","0.8","100"%,
"BMC CANCER","BMC CANCER","BMC","N/A","1471-2407","ONCOLOGY","SCIE","47,055","3.4","Q2","0.79","99.98"%,
"FOOD AND BIOPRODUCTS PROCESSING","FOOD BIOPROD PROCESS","ELSEVIER","0960-3085","1744-3571","BIOTECHNOLOGY & APPLIED MICROBIOLOGY","SCIE","7,101","3.4","Q2","0.78","24.77"%,
"ANNALS OF MICROBIOLOGY","ANN MICROBIOL","BMC","1590-4261","1869-2044","BIOTECHNOLOGY & APPLIED MICROBIOLOGY","SCIE","4,487","3.4","Q2","0.75","100"%,
"JOURNAL OF NEUROSCIENCE RESEARCH","J NEUROSCI RES","WILEY","0360-4012","1097-4547","NEUROSCIENCES","SCIE","12,389","3.4","Q2","0.7","28.92"%,
"Expert Review of Neurotherapeutics","EXPERT REV NEUROTHER","TAYLOR & FRANCIS LTD","1473-7175","1744-8360","CLINICAL NEUROLOGY","SCIE","5,667","3.4","Q2","0.68","6.3"%,
"Breast Cancer-Targets and Therapy","BREAST CANCER-TARGET","DOVE MEDICAL PRESS LTD","1179-1314","1179-1314","ONCOLOGY","SCIE","1,534","3.4","Q2","0.63","99.48"%,
"Current Oncology","CURR ONCOL","MDPI","1198-0052","1718-7729","ONCOLOGY","SCIE","9,445","3.4","Q2","0.63","100"%,
"PROTEIN ENGINEERING DESIGN & SELECTION","PROTEIN ENG DES SEL","OXFORD UNIV PRESS","1741-0126","1741-0134","BIOTECHNOLOGY & APPLIED MICROBIOLOGY","SCIE","4,272","3.4","Q2","0.48","18.87"%,
"JOURNAL OF HEAD TRAUMA REHABILITATION","J HEAD TRAUMA REHAB","LIPPINCOTT WILLIAMS & WILKINS","0885-9701","1550-509X","CLINICAL NEUROLOGY","SCIE","4,866","3.3","Q2","1.36","11.42"%,
"JOURNAL OF VESTIBULAR RESEARCH-EQUILIBRIUM & ORIENTATION","J VESTIBUL RES-EQUIL","IOS PRESS","0957-4271","1878-6464","NEUROSCIENCES","SCIE","1,969","3.3","Q2","1.35","13.73"%,
"Behavioral and Brain Functions","BEHAV BRAIN FUNCT","BMC","N/A","1744-9081","NEUROSCIENCES","SCIE","1,671","3.3","Q2","1.14","100"%,
"HUMAN BRAIN MAPPING","HUM BRAIN MAPP","WILEY","1065-9471","1097-0193","NEUROIMAGING","SCIE","26,065","3.3","Q2","1.06","95.84"%,
"HUMAN BRAIN MAPPING","HUM BRAIN MAPP","WILEY","1065-9471","1097-0193","NEUROSCIENCES","SCIE","26,065","3.3","Q2","1.06","95.84"%,
"JOURNAL OF NEURORADIOLOGY","J NEURORADIOLOGY","MASSON EDITEUR","0150-9861","1773-0406","CLINICAL NEUROLOGY","SCIE","1,613","3.3","Q2","1.04","14.92"%,
"JOURNAL OF NEURORADIOLOGY","J NEURORADIOLOGY","MASSON EDITEUR","0150-9861","1773-0406","NEUROIMAGING","SCIE","1,613","3.3","Q2","1.04","14.92"%,
"JOURNAL OF PSYCHIATRY & NEUROSCIENCE","J PSYCHIATR NEUROSCI","CMA-CANADIAN MEDICAL ASSOC","1180-4882","1488-2434","NEUROSCIENCES","SCIE","3,670","3.3","Q2","1.02","100"%,
"CORTEX","CORTEX","ELSEVIER MASSON, CORP OFF","0010-9452","1973-8102","NEUROSCIENCES","SCIE","13,339","3.3","Q2","1","49.08"%,
"Pain and Therapy","PAIN THER","SPRINGER INT PUBL AG","2193-8237","2193-651X","CLINICAL NEUROLOGY","SCIE","2,131","3.3","Q2","0.99","100"%,
"PSYCHOPHARMACOLOGY","PSYCHOPHARMACOLOGY","SPRINGER","0033-3158","1432-2072","NEUROSCIENCES","SCIE","19,629","3.3","Q2","0.94","35.59"%,
"BMC BIOINFORMATICS","BMC BIOINFORMATICS","BMC","1471-2105","1471-2105","BIOTECHNOLOGY & APPLIED MICROBIOLOGY","SCIE","51,590","3.3","Q2","0.87","100"%,
"Journal of Neurogastroenterology and Motility","J NEUROGASTROENTEROL","KOREAN SOC NEUROGASTROENTEROLOGY & MOTILITY","2093-0879","2093-0887","CLINICAL NEUROLOGY","SCIE","2,663","3.3","Q2","0.86","95.57"%,
"NEUROTOXICITY RESEARCH","NEUROTOX RES","SPRINGER","1029-8428","1476-3524","NEUROSCIENCES","SCIE","4,878","3.3","Q2","0.8","9.34"%,
"AUTONOMIC NEUROSCIENCE-BASIC & CLINICAL","AUTON NEUROSCI-BASIC","ELSEVIER","1566-0702","1872-7484","NEUROSCIENCES","SCIE","3,668","3.3","Q2","0.79","12.34"%,
"Clinical Lung Cancer","CLIN LUNG CANCER","CIG MEDIA GROUP, LP","1525-7304","1938-0690","ONCOLOGY","SCIE","4,508","3.3","Q2","0.78","14.62"%,
"Fermentation-Basel","FERMENTATION-BASEL","MDPI","N/A","2311-5637","BIOTECHNOLOGY & APPLIED MICROBIOLOGY","SCIE","9,537","3.3","Q2","0.73","100"%,
"APPLIED BIOCHEMISTRY AND BIOTECHNOLOGY","APPL BIOCHEM BIOTECH","SPRINGER","0273-2289","1559-0291","BIOTECHNOLOGY & APPLIED MICROBIOLOGY","SCIE","15,703","3.3","Q2","0.69","4.28"%,
"Frontiers in Oncology","FRONT ONCOL","FRONTIERS MEDIA SA","2234-943X","2234-943X","ONCOLOGY","SCIE","94,513","3.3","Q2","0.68","99.83"%,
"Current Hematologic Malignancy Reports","CURR HEMATOL MALIG R","CURRENT MEDICINE GROUP","1558-8211","1558-822X","ONCOLOGY","SCIE","1,303","3.3","Q2","0.44","18.39"%,
"CANCER CYTOPATHOLOGY","CANCER CYTOPATHOL","WILEY","1934-662X","1934-6638","ONCOLOGY","SCIE","3,277","3.2","Q2","0.91","26.48"%,
"JOURNAL OF THE PERIPHERAL NERVOUS SYSTEM","J PERIPHER NERV SYST","WILEY","1085-9489","1529-8027","CLINICAL NEUROLOGY","SCIE","2,144","3.2","Q2","0.91","42.95"%,
"JOURNAL OF THE PERIPHERAL NERVOUS SYSTEM","J PERIPHER NERV SYST","WILEY","1085-9489","1529-8027","NEUROSCIENCES","SCIE","2,144","3.2","Q2","0.91","42.95"%,
"Radiation Oncology","RADIAT ONCOL","BMC","N/A","1748-717X","ONCOLOGY","SCIE","9,129","3.2","Q2","0.89","100"%,
"SEMINARS IN RADIATION ONCOLOGY","SEMIN RADIAT ONCOL","W B SAUNDERS CO-ELSEVIER INC","1053-4296","1532-9461","ONCOLOGY","SCIE","2,778","3.2","Q2","0.83","14.81"%,
"CYTOTHERAPY","CYTOTHERAPY","ELSEVIER SCI LTD","1465-3249","1477-2566","BIOTECHNOLOGY & APPLIED MICROBIOLOGY","SCIE","6,691","3.2","Q2","0.81","24.94"%,
"JOURNAL OF THE NEUROLOGICAL SCIENCES","J NEUROL SCI","ELSEVIER","0022-510X","1878-5883","CLINICAL NEUROLOGY","SCIE","18,956","3.2","Q2","0.8","17.4"%,
"JOURNAL OF THE NEUROLOGICAL SCIENCES","J NEUROL SCI","ELSEVIER","0022-510X","1878-5883","NEUROSCIENCES","SCIE","18,956","3.2","Q2","0.8","17.4"%,
"Frontiers in Neuroscience","FRONT NEUROSCI-SWITZ","FRONTIERS MEDIA SA","N/A","1662-453X","NEUROSCIENCES","SCIE","53,034","3.2","Q2","0.77","99.92"%,
"MOLECULAR CARCINOGENESIS","MOL CARCINOGEN","WILEY","0899-1987","1098-2744","ONCOLOGY","SCIE","6,135","3.2","Q2","0.73","15.6"%,
"BIODEGRADATION","BIODEGRADATION","SPRINGER","0923-9820","1572-9729","BIOTECHNOLOGY & APPLIED MICROBIOLOGY","SCIE","2,867","3.2","Q2","0.71","15.2"%,
"Journal of Cancer","J CANCER","IVYSPRING INT PUBL","1837-9664","1837-9664","ONCOLOGY","SCIE","13,674","3.2","Q2","0.71","97.56"%,
"CLINICAL & EXPERIMENTAL METASTASIS","CLIN EXP METASTAS","SPRINGER","0262-0898","1573-7276","ONCOLOGY","SCIE","3,416","3.2","Q2","0.7","45.75"%,
"Clinical Colorectal Cancer","CLIN COLORECTAL CANC","CIG MEDIA GROUP, LP","1533-0028","1938-0674","ONCOLOGY","SCIE","2,310","3.2","Q2","0.69","14.72"%,
"JOURNAL OF APPLIED MICROBIOLOGY","J APPL MICROBIOL","OXFORD UNIV PRESS","1364-5072","1365-2672","BIOTECHNOLOGY & APPLIED MICROBIOLOGY","SCIE","24,150","3.2","Q2","0.66","17.51"%,
"JOURNAL OF INDUSTRIAL MICROBIOLOGY & BIOTECHNOLOGY","J IND MICROBIOL BIOT","OXFORD UNIV PRESS","1367-5435","1476-5535","BIOTECHNOLOGY & APPLIED MICROBIOLOGY","SCIE","7,304","3.2","Q2","0.53","100"%,
"Forensic Science International-Genetics","FORENSIC SCI INT-GEN","ELSEVIER IRELAND LTD","1872-4973","1878-0326","MEDICINE, LEGAL","SCIE","5,838","3.1","Q1","1.38","23.01"%,
"Social Cognitive and Affective Neuroscience","SOC COGN AFFECT NEUR","OXFORD UNIV PRESS","1749-5016","1749-5024","NEUROSCIENCES","SCIE","8,456","3.1","Q2","1.25","100"%,
"JOURNAL OF NEUROSURGERY-SPINE","J NEUROSURG-SPINE","AMER ASSOC NEUROLOGICAL SURGEONS","1547-5654","1547-5646","CLINICAL NEUROLOGY","SCIE","10,362","3.1","Q2","1.22","0.87"%,
"CLINICAL JOURNAL OF PAIN","CLIN J PAIN","LIPPINCOTT WILLIAMS & WILKINS","0749-8047","1536-5409","CLINICAL NEUROLOGY","SCIE","7,666","3.1","Q2","0.97","11.72"%,
"Network Neuroscience","NETW NEUROSCI","MIT PRESS","2472-1751","2472-1751","NEUROSCIENCES","SCIE","1,421","3.1","Q2","0.95","97.99"%,
"Korean Journal of Pain","KOREAN J PAIN","KOREAN PAIN SOC","2005-9159","2093-0569","CLINICAL NEUROLOGY","SCIE","1,296","3.1","Q2","0.91","100"%,
"JOURNAL OF ALZHEIMERS DISEASE","J ALZHEIMERS DIS","SAGE PUBLICATIONS LTD","1387-2877","1875-8908","NEUROSCIENCES","SCIE","36,821","3.1","Q2","0.85","19.72"%,
"JOURNAL OF NEURO-ONCOLOGY","J NEURO-ONCOL","SPRINGER","0167-594X","1573-7373","CLINICAL NEUROLOGY","SCIE","14,727","3.1","Q2","0.82","31.69"%,
"JOURNAL OF NEURO-ONCOLOGY","J NEURO-ONCOL","SPRINGER","0167-594X","1573-7373","ONCOLOGY","SCIE","14,727","3.1","Q2","0.82","31.69"%,
"MUSCLE & NERVE","MUSCLE NERVE","WILEY","0148-639X","1097-4598","CLINICAL NEUROLOGY","SCIE","13,874","3.1","Q2","0.81","28.91"%,
"MUSCLE & NERVE","MUSCLE NERVE","WILEY","0148-639X","1097-4598","NEUROSCIENCES","SCIE","13,874","3.1","Q2","0.81","28.91"%,
"NEUROLOGIA","NEUROLOGIA","ELSEVIER ESPANA SLU","0213-4853","1578-1968","CLINICAL NEUROLOGY","SCIE","2,226","3.1","Q2","0.81","99.14"%,
"NEUROPSYCHOBIOLOGY","NEUROPSYCHOBIOLOGY","KARGER","0302-282X","1423-0224","NEUROSCIENCES","SCIE","2,685","3.1","Q2","0.78","35.96"%,
"Journal of Clinical Neurology","J CLIN NEUROL","KOREAN NEUROLOGICAL ASSOC","1738-6586","2005-5013","CLINICAL NEUROLOGY","SCIE","2,337","3.1","Q2","0.77","100"%,
"Biotechnology Journal","BIOTECHNOL J","WILEY-V C H VERLAG GMBH","1860-6768","1860-7314","BIOTECHNOLOGY & APPLIED MICROBIOLOGY","SCIE","8,040","3.1","Q2","0.74","25.49"%,
"NEUROINFORMATICS","NEUROINFORMATICS","HUMANA PRESS INC","1539-2791","1559-0089","NEUROSCIENCES","SCIE","2,201","3.1","Q2","0.69","42.86"%,
"Cancer Medicine","CANCER MED-US","WILEY","2045-7634","2045-7634","ONCOLOGY","SCIE","22,317","3.1","Q2","0.68","96.43"%,
